#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Bacillus pumilus SAFR-032","SAFR-032",20037,SAMN00253833 ,PRJNA20391,"Firmicutes","Bacilli",GCA_000017885.1 ,3.70446,41.3,chromosome:NC_009848.1/CP000813.1,-,1,3701,3550,2007/09/26,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017885.1_ASM1788v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017885.1_ASM1788v1
"Chlamydia trachomatis D/UW-3/CX","D/UW-3/CX",20504,SAMN02603114 ,PRJNA45,"Chlamydiae/Verrucomicrobia group","Chlamydiae",GCA_000008725.1 ,1.04252,41.3,chromosome:NC_000117.1/AE001273.1,-,1,935,887,1998/05/20,2015/06/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000008725.1_ASM872v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008725.1_ASM872v1
"Synechococcus elongatus PCC 7942","PCC 7942",19206,SAMN02598254 ,PRJNA10645,"Cyanobacteria","Oscillatoriophycideae",GCA_000012525.1 ,2.74227,55.456,chromosome:NC_007604.1/CP000100.1; plasmid 1:NC_007595.1/CP000101.1,-,2,2713,2655,2005/11/08,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000012525.1_ASM1252v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012525.1_ASM1252v1
"Shewanella putrefaciens CN-32","CN-32",19611,SAMN00623063 ,PRJNA13393,"Proteobacteria","Gammaproteobacteria",GCA_000016585.1 ,4.65922,44.5,chromosome:NC_009438.1/CP000681.1,-,1,4147,3974,2007/04/20,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000016585.1_ASM1658v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016585.1_ASM1658v1
"Ehrlichia ruminantium str. Welgevonden","Welgevonden",19935,SAMEA1705918 ,PRJNA9614,"Proteobacteria","Alphaproteobacteria",GCA_000026005.1 ,1.51635,27.5,chromosome:NC_005295.2/CR767821.1,-,1,962,916,2003/12/10,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000026005.1_ASM2600v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000026005.1_ASM2600v1
"Thermus thermophilus HB8","HB8",20351,-,PRJNA13202,"Deinococcus-Thermus","Deinococci",GCA_000091545.1 ,2.11606,69.4857,chromosome:NC_006461.1/AP008226.1; plasmid pTT27:NC_006462.1/AP008227.1; plasmid pTT8:NC_006463.1/AP008228.1,-,3,2245,2173,2004/11/16,2014/12/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000091545.1_ASM9154v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000091545.1_ASM9154v1
"Corynebacterium glutamicum ATCC 13032","ATCC 13032",20792,-,PRJNA307,"Actinobacteria","Actinobacteria",GCA_000011325.1 ,3.3094,53.8,chromosome:NC_003450.3/BA000036.3,-,1,3057,2959,2001/03/12,2014/12/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000011325.1_ASM1132v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011325.1_ASM1132v1
"Burkholderia mallei ATCC 23344","ATCC 23344",19460,SAMN02603987 ,PRJNA171,"Proteobacteria","Betaproteobacteria",GCA_000011705.1 ,5.83553,68.5188,chromosome 1:NC_006348.1/CP000010.1; chromosome 2:NC_006349.2/CP000011.2,-,2,5506,5022,2004/09/22,2014/12/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000011705.1_ASM1170v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011705.1_ASM1170v1
"Mycobacterium ulcerans Agy99","Agy99",20835,SAMN02603346 ,PRJNA16230,"Actinobacteria","Actinobacteria",GCA_000013925.1 ,5.80576,65.5,chromosome:CP000325.1,-,2,4981,4160,2006/12/01,2014/01/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000013925.1_ASM1392v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013925.1_ASM1392v1
"Vibrio cholerae O1 biovar El Tor str. N16961","N16961",19639,SAMN02603969 ,PRJNA36,"Proteobacteria","Gammaproteobacteria",GCA_000006745.1 ,4.03346,47.4873,chromosome I:NC_002505.1/AE003852.1; chromosome II:NC_002506.1/AE003853.1,-,2,3693,3504,2000/06/14,2014/12/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000006745.1_ASM674v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000006745.1_ASM674v1
"Bacillus thuringiensis serovar konkukian str. 97-27","97-27",20021,SAMN02598265 ,PRJNA10877,"Firmicutes","Bacilli",GCA_000008505.1 ,5.31479,35.3594,chromosome:NC_005957.1/AE017355.1; plasmid pBT9727:NC_006578.1/CP000047.1,-,2,5343,5197,2004/06/28,2014/12/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000008505.1_ASM850v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008505.1_ASM850v1
"Burkholderia cenocepacia J2315","J2315",19463,SAMEA1705928 ,PRJNA339,"Proteobacteria","Betaproteobacteria",GCA_000009485.1 ,8.05578,66.9165,chromosome 1:NC_011000.1/AM747720.1; chromosome 2:NC_011001.1/AM747721.1; chromosome 3:NC_011002.1/AM747722.1; plasmid pBCJ2315:NC_011003.1/AM747723.1,-,4,7273,7114,2008/06/19,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000009485.1_ASM948v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009485.1_ASM948v1
"Corynebacterium jeikeium K411","",20801,SAMEA3283089 ,PRJNA13967,"Actinobacteria","Actinobacteria",GCA_000006605.1 ,2.47682,61.3561,chromosome:NC_007164.1/CR931997.1; plasmid pKW4:NC_003080.1/AF401314.1,-,2,2160,2078,2005/06/27,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000006605.1_ASM660v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000006605.1_ASM660v1
"Ralstonia solanacearum GMI1000","GMI1000",19472,SAMEA3138192 ,PRJNA13,"Proteobacteria","Betaproteobacteria",GCA_000009125.1 ,5.81092,66.964,chromosome:NC_003295.1/AL646052.1; plasmid pGMI1000MP:NC_003296.1/AL646053.1,-,2,5012,4849,2001/12/07,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000009125.1_ASM912v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009125.1_ASM912v1
"Mycoplasma genitalium G37","G-37",21052,SAMN02603983 ,PRJNA97,"Tenericutes","Mollicutes",GCA_000027325.1 ,0.580076,31.7,chromosome:NC_000908.2/L43967.2,-,1,557,507,1995/10/30,2015/08/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000027325.1_ASM2732v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000027325.1_ASM2732v1
"Ehrlichia chaffeensis str. Arkansas","Arkansas",19936,SAMN02604010 ,PRJNA325,"Proteobacteria","Alphaproteobacteria",GCA_000013145.1 ,1.17625,30.1,chromosome:NC_007799.1/CP000236.1,-,1,936,883,2006/02/21,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000013145.1_ASM1314v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013145.1_ASM1314v1
"Candidatus Pelagibacter ubique HTCC1062","HTCC1062",19748,SAMN02603690 ,PRJNA13989,"Proteobacteria","Alphaproteobacteria",GCA_000012345.1 ,1.30876,29.7,chromosome:NC_007205.1/CP000084.1,-,1,1370,1333,2005/07/22,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000012345.1_ASM1234v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012345.1_ASM1234v1
"Nitrosococcus oceani ATCC 19707","ATCC 19707",19730,SAMN02598329 ,PRJNA13993,"Proteobacteria","Gammaproteobacteria",GCA_000012805.1 ,3.52211,50.3241,chromosome:NC_007484.1/CP000127.1; plasmid A:NC_007483.1/CP000126.1,-,2,3265,3149,2005/10/04,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000012805.1_ASM1280v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012805.1_ASM1280v1
"Shigella boydii Sb227","Sb227",19668,SAMN02603601 ,PRJNA13146,"Proteobacteria","Gammaproteobacteria",GCA_000012025.1 ,4.64652,51.0964,chromosome:NC_007613.1/CP000036.1; plasmid pSB4_227:NC_007608.1/CP000037.1,-,2,5085,4540,2005/11/09,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000012025.1_ASM1202v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012025.1_ASM1202v1
"Francisella tularensis subsp. tularensis SCHU S4","SCHU S4",19493,SAMEA3138185 ,PRJNA9,"Proteobacteria","Gammaproteobacteria",GCA_000008985.1 ,1.89278,32.3,chromosome:NC_006570.2/AJ749949.2,-,1,1834,1556,2004/12/14,2015/02/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000008985.1_ASM898v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008985.1_ASM898v1
"Brucella abortus 2308","2308",19921,SAMEA3138256 ,PRJNA16203,"Proteobacteria","Alphaproteobacteria",GCA_000054005.1 ,3.27831,57.2353,chromosome I:NC_007618.1/AM040264.1; chromosome II:NC_007624.1/AM040265.1,-,2,3185,3084,2005/11/22,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000054005.1_ASM5400v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000054005.1_ASM5400v1
"Yersinia pseudotuberculosis IP 31758","IP 31758",19684,SAMN02604043 ,PRJNA16070,"Proteobacteria","Gammaproteobacteria",GCA_000016945.1 ,4.93513,47.1929,chromosome:NC_009708.1/CP000720.1; plasmid plasmid_153kb:NC_009705.1/CP000719.1; plasmid plasmid_59kb:NC_009704.1/CP000718.1,-,3,4457,4219,2007/07/23,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000016945.1_ASM1694v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016945.1_ASM1694v1
"Streptococcus salivarius CCHSS3","CCHSS3",20120,SAMEA2272545 ,PRJEA67173,"Firmicutes","Bacilli",GCA_000253335.1 ,2.21718,39.9,chromosome:NC_015760.1/FR873481.1,-,1,2063,1932,2011/06/27,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000253335.1_ASM25333v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000253335.1_ASM25333v1
"Rhodopseudomonas palustris HaA2","HaA2",19880,SAMN02598335 ,PRJNA15747,"Proteobacteria","Alphaproteobacteria",GCA_000013365.1 ,5.33166,66,chromosome:NC_007778.1/CP000250.1,-,1,4732,4652,2006/02/06,2015/07/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000013365.1_ASM1336v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013365.1_ASM1336v1
"Rhodobacter sphaeroides 2.4.1","",19821,SAMN02598537 ,PRJNA56,"Proteobacteria","Alphaproteobacteria",GCA_000012905.2 ,4.60298,68.7841,chromosome 1:NC_007493.2/CP000143.2; chromosome 2:NC_007494.2/CP000144.2; plasmid A:NC_009007.1/DQ232586.1; plasmid B:NC_007488.2/CP000145.2; plasmid C:NC_007489.1/CP000146.1; plasmid D:NC_007490.2/CP000147.2; plasmid E:NC_009008.1/DQ232587.1,-,7,4474,4280,2005/10/07,2015/08/26,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000012905.2_ASM1290v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012905.2_ASM1290v2
"Mycoplasma agalactiae PG2","PG2",21066,SAMEA3138268 ,PRJNA16095,"Tenericutes","Mollicutes",GCA_000063605.1 ,0.877438,29.7,chromosome:NC_009497.1/CU179680.1,-,1,770,666,2007/05/23,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000063605.1_ASM6360v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000063605.1_ASM6360v1
"Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002","ATCC 11842",20068,SAMEA3138258 ,PRJNA16871,"Firmicutes","Bacilli",GCA_000056065.1 ,1.865,49.7,chromosome:NC_008054.1/CR954253.1,-,1,1931,1638,2006/05/26,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000056065.1_ASM5606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000056065.1_ASM5606v1
"Leptospira borgpetersenii serovar Hardjo-bovis str. L550","L550",21003,SAMN02603615 ,PRJNA16146,"Spirochaetes","Spirochaetia",GCA_000013945.1 ,3.93178,40.2,chromosome 1:NC_008508.1/CP000348.1; chromosome 2:NC_008509.1/CP000349.1,-,2,3667,3370,2006/10/13,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000013945.1_ASM1394v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013945.1_ASM1394v1
"Xanthomonas axonopodis pv. citri str. 306","306",19487,SAMN02603846 ,PRJNA297,"Proteobacteria","Gammaproteobacteria",GCA_000007165.1 ,5.27417,64.7396,chromosome:NC_003919.1/AE008923.1; plasmid pXAC33:NC_003921.3/AE008924.1; plasmid pXAC64:NC_003922.1/AE008925.1,-,3,4507,4327,2001/11/28,2015/08/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000007165.1_ASM716v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007165.1_ASM716v1
"Peptoclostridium difficile 630","630",20175,SAMEA1705932 ,PRJNA78,"Firmicutes","Clostridia",GCA_000009205.1 ,4.29813,29.0978,chromosome:NC_009089.1/AM180355.1; plasmid pCD630:NC_008226.1/AM180356.1,-,2,3982,3767,2006/06/27,2015/02/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000009205.1_ASM920v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009205.1_ASM920v1
"Mycoplasma capricolum subsp. capricolum ATCC 27343","ATCC 27343",22823,SAMN02603434 ,PRJNA16208,"Tenericutes","Mollicutes",GCA_000012765.1 ,1.01002,23.8,chromosome:NC_007633.1/CP000123.1,-,1,870,793,2005/12/06,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000012765.1_ASM1276v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012765.1_ASM1276v1
"Bartonella bacilliformis KC583","KC583; ATCC 35685",19923,SAMN02604047 ,PRJNA16249,"Proteobacteria","Alphaproteobacteria",GCA_000015445.1 ,1.44502,38.2,chromosome:NC_008783.1/CP000524.1,-,1,1266,1183,2007/01/04,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000015445.1_ASM1544v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015445.1_ASM1544v1
"Xanthomonas oryzae pv. oryzae KACC 10331","KACC10331",22137,SAMN02603680 ,PRJNA12931,"Proteobacteria","Gammaproteobacteria",GCA_000007385.1 ,4.94144,63.7,chromosome:NC_006834.1/AE013598.1,-,1,4568,4055,2005/02/02,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000007385.1_ASM738v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007385.1_ASM738v1
"Streptococcus mitis B6","B6",20104,SAMEA3138244 ,PRJNA16302,"Firmicutes","Bacilli",GCA_000027165.1 ,2.14661,40,chromosome:NC_013853.1/FN568063.1,-,1,2096,2002,2010/02/16,2015/05/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000027165.1_ASM2716v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000027165.1_ASM2716v1
"Campylobacter fetus subsp. fetus 82-40","82-40",19271,SAMN02604050 ,PRJNA16293,"Proteobacteria","delta/epsilon subdivisions",GCA_000015085.1 ,1.77361,33.3,chromosome:NC_008599.1/CP000487.1,-,1,1776,1706,2006/11/27,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000015085.1_ASM1508v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015085.1_ASM1508v1
"Sodalis glossinidius str. 'morsitans'","morsitans",19657,-,PRJNA16309,"Proteobacteria","Gammaproteobacteria",GCA_000010085.1 ,4.2925,54.5066,chromosome:NC_007712.1/AP008232.1; plasmid pSG1:NC_007713.1/AP008233.1; plasmid pSG2:NC_007714.1/AP008234.1; plasmid pSG3:NC_007715.1/AP008235.1,-,4,4691,3572,2006/01/11,2015/08/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000010085.1_ASM1008v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000010085.1_ASM1008v1
"Salinispora tropica CNB-440","CNB-440",23759,SAMN02598367 ,PRJNA16342,"Actinobacteria","Actinobacteria",GCA_000016425.1 ,5.18333,69.5,chromosome:NC_009380.1/CP000667.1,-,1,4627,4477,2007/04/17,2015/08/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000016425.1_ASM1642v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016425.1_ASM1642v1
"Roseobacter denitrificans OCh 114","OCh 114",22661,SAMN02602987 ,PRJNA16426,"Proteobacteria","Alphaproteobacteria",GCA_000014045.1 ,4.33123,58.9096,chromosome:NC_008209.1/CP000362.1; plasmid pTB1:NC_008386.1/CP000464.1; plasmid pTB2:NC_008387.1/CP000465.1; plasmid pTB3:NC_008388.1/CP000466.1; plasmid pTB4:NC_008389.1/CP000467.1,-,5,4078,3992,2006/06/22,2015/08/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014045.1_ASM1404v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000014045.1_ASM1404v1
"Ralstonia eutropha JMP134","JMP134",19476,SAMN02598255 ,PRJNA10646,"Proteobacteria","Betaproteobacteria",GCA_000203875.1 ,7.25529,64.4539,chromosome 1:NC_007347.1/CP000090.1; chromosome 2:NC_007348.1/CP000091.1; plasmid Plasmid1:NC_007337.1/CP000093.1; plasmid megaplasmid:NC_007336.1/CP000092.1,-,4,6628,6452,2005/08/10,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000203875.1_ASM20387v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000203875.1_ASM20387v1
"Desulfitobacterium hafniense Y51","Y51",20259,-,PRJNA16639,"Firmicutes","Clostridia",GCA_000010045.1 ,5.72753,47.4,chromosome:NC_007907.1/AP008230.1,-,1,5355,5164,2006/03/10,2015/08/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000010045.1_ASM1004v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000010045.1_ASM1004v1
"Aeromonas salmonicida subsp. salmonicida A449","A449",21067,SAMN02603664 ,PRJNA16723,"Proteobacteria","Gammaproteobacteria",GCA_000196395.1 ,5.04054,58.1696,chromosome:NC_009348.1/CP000644.1; plasmid 4:NC_009349.1/CP000645.1; plasmid 5:NC_009350.1/CP000646.1; plasmid pAsa1:NC_004923.1/AY301063.1; plasmid pAsa2:NC_004925.1/AY301064.1; plasmid pAsa3:NC_004924.1/AY301065.1,-,6,4690,4325,2007/04/06,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000196395.1_ASM19639v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000196395.1_ASM19639v1
"Oenococcus oeni PSU-1","PSU-1",20045,SAMN02598484 ,PRJNA317,"Firmicutes","Bacilli",GCA_000014385.1 ,1.78052,37.9,chromosome:NC_008528.1/CP000411.1,-,1,1799,1662,2006/10/13,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014385.1_ASM1438v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000014385.1_ASM1438v1
"Vibrio parahaemolyticus RIMD 2210633","O3:K6 substr. RIMD 2210633",21194,-,PRJNA360,"Proteobacteria","Gammaproteobacteria",GCA_000196095.1 ,5.16577,45.4,chromosome 1:NC_004603.1/BA000031.2; chromosome 2:NC_004605.1/BA000032.2,-,2,4991,4831,2003/03/05,2014/12/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000196095.1_ASM19609v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000196095.1_ASM19609v1
"Lactobacillus casei ATCC 334","ATCC 334",20096,SAMN02598528 ,PRJNA402,"Firmicutes","Bacilli",GCA_000014525.1 ,2.92433,46.5563,chromosome:NC_008526.1/CP000423.1; plasmid 1:NC_008502.1/CP000424.1,-,2,2922,2764,2006/10/13,2014/12/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014525.1_ASM1452v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000014525.1_ASM1452v1
"Salinispora arenicola CNS-205","CNS-205",20877,SAMN02598378 ,PRJNA17109,"Actinobacteria","Actinobacteria",GCA_000018265.1 ,5.78636,69.5,chromosome:NC_009953.1/CP000850.1,-,1,4985,4844,2007/10/05,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000018265.1_ASM1826v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018265.1_ASM1826v1
"Bacillus subtilis subsp. subtilis str. 168","168",23560,SAMEA3138188 ,PRJNA76,"Firmicutes","Bacilli",GCA_000009045.1 ,4.21561,43.5,chromosome:NC_000964.3/AL009126.3,-,1,4421,4175,1997/11/20,2015/04/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000009045.1_ASM904v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009045.1_ASM904v1
"Coxiella burnetii RSA 493","RSA 493",19354,SAMN02603970 ,PRJNA41,"Proteobacteria","Gammaproteobacteria",GCA_000007765.1 ,2.03267,42.6375,chromosome:NC_002971.3/AE016828.2; plasmid pQpH1:NC_004704.1/AE016829.1,-,2,2094,1853,2001/08/28,2015/03/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000007765.1_ASM776v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007765.1_ASM776v1
"Thermotoga neapolitana DSM 4359","DSM 4359",20735,SAMN02603251 ,PRJNA21023,"Thermotogae","Thermotogae",GCA_000018945.1 ,1.88456,46.9,chromosome:NC_011978.1/CP000916.1,-,1,1928,1829,2009/01/27,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000018945.1_ASM1894v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018945.1_ASM1894v1
"Desulfovibrio vulgaris str. 'Miyazaki F'","Miyazaki F",19299,SAMN00000799 ,PRJNA27731,"Proteobacteria","delta/epsilon subdivisions",GCA_000021385.1 ,4.0403,67.1,chromosome:NC_011769.1/CP001197.1,-,1,3229,3088,2008/12/24,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000021385.1_ASM2138v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000021385.1_ASM2138v1
"Delftia acidovorans SPH-1","SPH-1",19413,SAMN00623041 ,PRJNA17413,"Proteobacteria","Betaproteobacteria",GCA_000018665.1 ,6.76751,66.5,chromosome:NC_010002.1/CP000884.1,-,1,6122,5975,2007/11/16,2015/08/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000018665.1_ASM1866v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018665.1_ASM1866v1
"Rickettsia bellii RML369-C","RML369-C",19234,SAMN02603144 ,PRJNA13996,"Proteobacteria","Alphaproteobacteria",GCA_000012385.1 ,1.52208,31.6,chromosome:NC_007940.1/CP000087.1,-,1,1486,1372,2006/04/05,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000012385.1_ASM1238v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012385.1_ASM1238v1
"Methanococcus maripaludis C7","C7",20447,SAMN00000031 ,PRJNA18819,"Euryarchaeota","Methanococci",GCA_000017225.1 ,1.77269,33.3,chromosome:NC_009637.1/CP000745.1,-,1,1852,1787,2007/06/29,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017225.1_ASM1722v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017225.1_ASM1722v1
"Ralstonia pickettii 12J","12J",19471,SAMN02598396 ,PRJNA17631,"Proteobacteria","Betaproteobacteria",GCA_000020205.1 ,5.32573,63.6234,chromosome 1:NC_010682.1/CP001068.1; chromosome 2:NC_010678.1/CP001069.1; plasmid pRPIC01:NC_010683.1/CP001070.1,-,3,4959,4830,2008/05/07,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000020205.1_ASM2020v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020205.1_ASM2020v1
"Lactobacillus helveticus CNRZ32","CNRZ32",20066,SAMN02604285 ,PRJNA46731,"Firmicutes","Bacilli",GCA_000422165.1 ,2.22596,36.9,chromosome:NC_021744.1/CP002081.1,-,1,2273,1913,2013/07/11,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000422165.1_ASM42216v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000422165.1_ASM42216v1
"Geobacillus stearothermophilus NUB3621","NUB3621",22693,SAMN02727286 ,PRJNA189971,"Firmicutes","Bacilli",GCA_000632515.1 ,3.62238,44.4,chromosome:NZ_CM002692.1/CM002692.1,AOTZ01,1,3633,3486,2014/04/14,2015/08/18,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000632515.1_NUB3621v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000632515.1_NUB3621v1
